Date,State/UnionTerritory,Confirmed
18/04/20,Uttar Pradesh,969
18/04/20,West Bengal,287
19/04/20,Andaman and Nicobar Islands,14
19/04/20,Andhra Pradesh,603
19/04/20,Arunachal Pradesh,1
19/04/20,Assam,35
19/04/20,Bihar,86
19/04/20,Chandigarh,23
19/04/20,Chhattisgarh,36
19/04/20,Delhi,1893
19/04/20,Goa,7
19/04/20,Gujarat,1604
19/04/20,Haryana,233
19/04/20,Himachal Pradesh,39
19/04/20,Jammu and Kashmir,341
19/04/20,Jharkhand,35
19/04/20,Karnataka,384
19/04/20,Kerala,400
19/04/20,Ladakh,18
19/04/20,Madhya Pradesh,1407
19/04/20,Maharashtra,3651
19/04/20,Manipur,2
19/04/20,Meghalaya,11
19/04/20,Mizoram,1
19/04/20,Nagaland,0
19/04/20,Odisha,61
19/04/20,Puducherry,7
19/04/20,Punjab,219
19/04/20,Rajasthan,1351
19/04/20,Tamil Nadu,1372
19/04/20,Telengana,844
19/04/20,Tripura,2
19/04/20,Uttarakhand,42
19/04/20,Uttar Pradesh,1084
19/04/20,West Bengal,310
20/04/20,Andaman and Nicobar Islands,15
20/04/20,Andhra Pradesh,722
20/04/20,Arunachal Pradesh,1
20/04/20,Assam,35
20/04/20,Bihar,96
20/04/20,Chandigarh,26
20/04/20,Chhattisgarh,36
20/04/20,Delhi,2003
20/04/20,Goa,7
20/04/20,Gujarat,1851
20/04/20,Haryana,233
20/04/20,Himachal Pradesh,39
20/04/20,Jammu and Kashmir,350
20/04/20,Jharkhand,42
20/04/20,Karnataka,395
20/04/20,Kerala,402
20/04/20,Ladakh,18
20/04/20,Madhya Pradesh,1485
20/04/20,Maharashtra,4203
20/04/20,Manipur,2
20/04/20,Meghalaya,11
20/04/20,Mizoram,1
20/04/20,Nagaland,0
20/04/20,Odisha,68
20/04/20,Puducherry,7
20/04/20,Punjab,219
20/04/20,Rajasthan,1478
20/04/20,Tamil Nadu,1477
20/04/20,Telengana,873
20/04/20,Tripura,2
20/04/20,Uttarakhand,44
20/04/20,Uttar Pradesh,1176
20/04/20,West Bengal,339
21/04/20,Andaman and Nicobar Islands,16
21/04/20,Andhra Pradesh,757
21/04/20,Arunachal Pradesh,1
21/04/20,Assam,35
21/04/20,Bihar,114
21/04/20,Chandigarh,26
21/04/20,Chhattisgarh,36
21/04/20,Delhi,2081
21/04/20,Goa,7
21/04/20,Gujarat,2066
21/04/20,Haryana,254
21/04/20,Himachal Pradesh,39
21/04/20,Jammu and Kashmir,368
21/04/20,Jharkhand,46
21/04/20,Karnataka,415
21/04/20,Kerala,408
21/04/20,Ladakh,18
21/04/20,Madhya Pradesh,1540
21/04/20,Maharashtra,4669
21/04/20,Manipur,2
21/04/20,Meghalaya,11
21/04/20,Mizoram,1
21/04/20,Nagaland,0
21/04/20,Odisha,74
21/04/20,Puducherry,7
21/04/20,Punjab,245
21/04/20,Rajasthan,1576
21/04/20,Tamil Nadu,1520
21/04/20,Telengana,919
21/04/20,Tripura,2
21/04/20,Uttarakhand,46
21/04/20,Uttar Pradesh,1294
21/04/20,West Bengal,392
22/04/20,Andaman and Nicobar Islands,17
22/04/20,Andhra Pradesh,813
22/04/20,Arunachal Pradesh,1
22/04/20,Assam,35
22/04/20,Bihar,126
22/04/20,Chandigarh,27
22/04/20,Chhattisgarh,36
22/04/20,Delhi,2156
22/04/20,Goa,7
22/04/20,Gujarat,2272
22/04/20,Haryana,254
22/04/20,Himachal Pradesh,39
22/04/20,Jammu and Kashmir,380
22/04/20,Jharkhand,45
22/04/20,Karnataka,425
22/04/20,Kerala,427
22/04/20,Ladakh,18
22/04/20,Madhya Pradesh,1592
22/04/20,Maharashtra,5221
22/04/20,Manipur,2
22/04/20,Meghalaya,12
22/04/20,Mizoram,1
22/04/20,Odisha,82
22/04/20,Puducherry,7
22/04/20,Punjab,251
22/04/20,Rajasthan,1801
22/04/20,Tamil Nadu,1596
22/04/20,Telengana,945
22/04/20,Tripura,2
22/04/20,Uttarakhand,46
22/04/20,Uttar Pradesh,1412
22/04/20,West Bengal,423
23/04/20,Andaman and Nicobar Islands,18
23/04/20,Andhra Pradesh,895
23/04/20,Arunachal Pradesh,1
23/04/20,Assam,35
23/04/20,Bihar,148
23/04/20,Chandigarh,27
23/04/20,Chhattisgarh,36
23/04/20,Delhi,2248
23/04/20,Goa,7
23/04/20,Gujarat,2407
23/04/20,Haryana,262
23/04/20,Himachal Pradesh,40
23/04/20,Jammu and Kashmir,407
23/04/20,Jharkhand,49
23/04/20,Karnataka,443
23/04/20,Kerala,438
23/04/20,Ladakh,18
23/04/20,Madhya Pradesh,1695
23/04/20,Maharashtra,5652
23/04/20,Manipur,2
23/04/20,Meghalaya,12
23/04/20,Mizoram,1
23/04/20,Odisha,83
23/04/20,Puducherry,7
23/04/20,Punjab,277
23/04/20,Rajasthan,1890
23/04/20,Tamil Nadu,1629
23/04/20,Telengana,960
23/04/20,Tripura,2
23/04/20,Uttarakhand,46
23/04/20,Uttar Pradesh,1509
23/04/20,West Bengal,456
24/04/20,Andaman and Nicobar Islands,22
24/04/20,Andhra Pradesh,955
24/04/20,Arunachal Pradesh,1
24/04/20,Assam,36
24/04/20,Bihar,176
24/04/20,Chandigarh,27
24/04/20,Chhattisgarh,36
24/04/20,Delhi,2376
24/04/20,Goa,7
24/04/20,Gujarat,2624
24/04/20,Haryana,272
24/04/20,Himachal Pradesh,40
24/04/20,Jammu and Kashmir,427
24/04/20,Jharkhand,55
24/04/20,Karnataka,463
24/04/20,Kerala,448
24/04/20,Ladakh,18
24/04/20,Madhya Pradesh,1852
24/04/20,Maharashtra,6430
24/04/20,Manipur,2
24/04/20,Meghalaya,12
24/04/20,Mizoram,1
24/04/20,Odisha,90
24/04/20,Puducherry,7
24/04/20,Punjab,277
24/04/20,Rajasthan,1964
24/04/20,Tamil Nadu,1683
24/04/20,Telengana,984
24/04/20,Tripura,2
24/04/20,Uttarakhand,47
24/04/20,Uttar Pradesh,1604
24/04/20,West Bengal,514
25/04/20,Andaman and Nicobar Islands,27
25/04/20,Andhra Pradesh,1061
25/04/20,Arunachal Pradesh,1
25/04/20,Assam,36
25/04/20,Bihar,228
25/04/20,Chandigarh,28
25/04/20,Chhattisgarh,36
25/04/20,Delhi,2514
25/04/20,Goa,7
25/04/20,Gujarat,2815
25/04/20,Haryana,272
25/04/20,Himachal Pradesh,40
25/04/20,Jammu and Kashmir,454
25/04/20,Jharkhand,59
25/04/20,Karnataka,489
25/04/20,Kerala,451
25/04/20,Ladakh,20
25/04/20,Madhya Pradesh,1952
25/04/20,Maharashtra,6817
25/04/20,Manipur,2
25/04/20,Meghalaya,12
25/04/20,Mizoram,1
25/04/20,Odisha,94
25/04/20,Puducherry,7
25/04/20,Punjab,298
25/04/20,Rajasthan,2034
25/04/20,Tamil Nadu,1755
25/04/20,Telengana,984
25/04/20,Tripura,2
25/04/20,Uttarakhand,48
25/04/20,Uttar Pradesh,1778
25/04/20,West Bengal,571
26/04/20,Andaman and Nicobar Islands,33
26/04/20,Andhra Pradesh,1097
26/04/20,Arunachal Pradesh,1
26/04/20,Assam,36
26/04/20,Bihar,251
26/04/20,Chandigarh,30
26/04/20,Chhattisgarh,37
26/04/20,Delhi,2625
26/04/20,Goa,7
26/04/20,Gujarat,3071
26/04/20,Haryana,289
26/04/20,Himachal Pradesh,40
26/04/20,Jammu and Kashmir,494
26/04/20,Jharkhand,67
26/04/20,Karnataka,501
26/04/20,Kerala,458
26/04/20,Ladakh,20
26/04/20,Madhya Pradesh,2096
26/04/20,Maharashtra,7628
26/04/20,Manipur,2
26/04/20,Meghalaya,12
26/04/20,Mizoram,1
26/04/20,Odisha,103
26/04/20,Puducherry,7
26/04/20,Punjab,298
26/04/20,Rajasthan,2083
26/04/20,Tamil Nadu,1821
26/04/20,Telengana,991
26/04/20,Tripura,2
26/04/20,Uttarakhand,50
26/04/20,Uttar Pradesh,1843
26/04/20,West Bengal,611
27/04/20,Andaman and Nicobar Islands,33
27/04/20,Andhra Pradesh,1177
27/04/20,Arunachal Pradesh,1
27/04/20,Assam,36
27/04/20,Bihar,277
27/04/20,Chandigarh,30
27/04/20,Chhattisgarh,37
27/04/20,Delhi,2918
27/04/20,Goa,7
27/04/20,Gujarat,3301
27/04/20,Haryana,289
27/04/20,Himachal Pradesh,40
27/04/20,Jammu and Kashmir,523
27/04/20,Jharkhand,82
27/04/20,Karnataka,511
27/04/20,Kerala,469
27/04/20,Ladakh,20
27/04/20,Madhya Pradesh,2168
27/04/20,Maharashtra,8068
27/04/20,Manipur,2
27/04/20,Meghalaya,12
27/04/20,Mizoram,1
27/04/20,Odisha,108
27/04/20,Puducherry,8
27/04/20,Punjab,313
27/04/20,Rajasthan,2185
27/04/20,Tamil Nadu,1885
27/04/20,Telengana,1002
27/04/20,Tripura,2
27/04/20,Uttarakhand,51
27/04/20,Uttar Pradesh,1955
27/04/20,West Bengal,649
28/04/20,Andaman and Nicobar Islands,33
28/04/20,Andhra Pradesh,1259
28/04/20,Arunachal Pradesh,1
28/04/20,Assam,38
28/04/20,Bihar,346
28/04/20,Chandigarh,40
28/04/20,Chhattisgarh,37
28/04/20,Delhi,3108
28/04/20,Goa,7
28/04/20,Gujarat,3548
28/04/20,Haryana,296
28/04/20,Himachal Pradesh,40
28/04/20,Jammu and Kashmir,546
28/04/20,Jharkhand,103
28/04/20,Karnataka,520
28/04/20,Kerala,482
28/04/20,Ladakh,22
28/04/20,Madhya Pradesh,2368
28/04/20,Maharashtra,8590
28/04/20,Manipur,2
28/04/20,Meghalaya,12
28/04/20,Mizoram,1
28/04/20,Odisha,118
28/04/20,Puducherry,8
28/04/20,Punjab,313
28/04/20,Rajasthan,2262
28/04/20,Tamil Nadu,1937
28/04/20,Telengana,1004
28/04/20,Tripura,2
28/04/20,Uttarakhand,51
28/04/20,Uttar Pradesh,2043
28/04/20,West Bengal,697
29/04/20,Andaman and Nicobar Islands,33
29/04/20,Andhra Pradesh,1332
29/04/20,Arunachal Pradesh,1
29/04/20,Assam,38
29/04/20,Bihar,383
29/04/20,Chandigarh,56
29/04/20,Chhattisgarh,38
29/04/20,Delhi,3314
29/04/20,Goa,7
29/04/20,Gujarat,3774
29/04/20,Haryana,310
29/04/20,Himachal Pradesh,40
29/04/20,Jammu and Kashmir,565
29/04/20,Jharkhand,105
29/04/20,Karnataka,532
29/04/20,Kerala,486
29/04/20,Ladakh,22
29/04/20,Madhya Pradesh,2561
29/04/20,Maharashtra,9318
29/04/20,Manipur,2
29/04/20,Meghalaya,12
29/04/20,Mizoram,1
29/04/20,Odisha,119
29/04/20,Puducherry,8
29/04/20,Punjab,322
29/04/20,Rajasthan,2364
29/04/20,Tamil Nadu,2058
29/04/20,Telengana,1012
29/04/20,Tripura,2
29/04/20,Uttarakhand,54
29/04/20,Uttar Pradesh,2115
29/04/20,West Bengal,725
30/04/20,Andaman and Nicobar Islands,33
30/04/20,Andhra Pradesh,1403
30/04/20,Arunachal Pradesh,1
30/04/20,Assam,42
30/04/20,Bihar,403
30/04/20,Chandigarh,56
30/04/20,Chhattisgarh,38
30/04/20,Delhi,3439
30/04/20,Goa,7
30/04/20,Gujarat,4082
30/04/20,Haryana,310
30/04/20,Himachal Pradesh,40
30/04/20,Jammu and Kashmir,581
30/04/20,Jharkhand,107
30/04/20,Karnataka,557
30/04/20,Kerala,496
30/04/20,Ladakh,22
30/04/20,Madhya Pradesh,2660
30/04/20,Maharashtra,9915
30/04/20,Manipur,2
30/04/20,Meghalaya,12
30/04/20,Mizoram,1
30/04/20,Odisha,128
30/04/20,Puducherry,8
30/04/20,Punjab,357
30/04/20,Rajasthan,2438
30/04/20,Tamil Nadu,2162
30/04/20,Telengana,1012
30/04/20,Tripura,2
30/04/20,Uttarakhand,55
30/04/20,Uttar Pradesh,2203
30/04/20,West Bengal,758
1/5/2020,Andaman and Nicobar Islands,33
1/5/2020,Andhra Pradesh,1463
1/5/2020,Arunachal Pradesh,1
1/5/2020,Assam,42
1/5/2020,Bihar,426
1/5/2020,Chandigarh,56
1/5/2020,Chhattisgarh,40
1/5/2020,Delhi,3515
1/5/2020,Goa,7
1/5/2020,Gujarat,4395
1/5/2020,Haryana,313
1/5/2020,Himachal Pradesh,40
1/5/2020,Jammu and Kashmir,614
1/5/2020,Jharkhand,111
1/5/2020,Karnataka,576
1/5/2020,Kerala,497
1/5/2020,Ladakh,22
1/5/2020,Madhya Pradesh,2719
1/5/2020,Maharashtra,10498
1/5/2020,Manipur,2
1/5/2020,Meghalaya,12
1/5/2020,Mizoram,1
1/5/2020,Odisha,143
1/5/2020,Puducherry,8
1/5/2020,Punjab,357
1/5/2020,Rajasthan,2584
1/5/2020,Tamil Nadu,2323
1/5/2020,Telengana,1039
1/5/2020,Tripura,2
1/5/2020,Uttarakhand,57
1/5/2020,Uttar Pradesh,2281
1/5/2020,West Bengal,795
2/5/2020,Andaman and Nicobar Islands,33
2/5/2020,Andhra Pradesh,1463
2/5/2020,Arunachal Pradesh,1
2/5/2020,Assam,43
2/5/2020,Bihar,471
2/5/2020,Chandigarh,88
2/5/2020,Chhattisgarh,43
2/5/2020,Delhi,3738
2/5/2020,Goa,7
2/5/2020,Gujarat,4721
2/5/2020,Haryana,360
2/5/2020,Himachal Pradesh,40
2/5/2020,Jammu and Kashmir,639
2/5/2020,Jharkhand,111
2/5/2020,Karnataka,589
2/5/2020,Kerala,497
2/5/2020,Ladakh,22
2/5/2020,Madhya Pradesh,2719
2/5/2020,Maharashtra,11506
2/5/2020,Manipur,2
2/5/2020,Meghalaya,12
2/5/2020,Mizoram,1
2/5/2020,Odisha,149
2/5/2020,Puducherry,8
2/5/2020,Punjab,480
2/5/2020,Rajasthan,2666
2/5/2020,Tamil Nadu,2526
2/5/2020,Telengana,1039
2/5/2020,Tripura,2
2/5/2020,Uttarakhand,58
2/5/2020,Uttar Pradesh,2328
2/5/2020,West Bengal,795
3/5/2020,Andaman and Nicobar Islands,33
3/5/2020,Andhra Pradesh,1583
3/5/2020,Arunachal Pradesh,1
3/5/2020,Assam,43
3/5/2020,Bihar,482
3/5/2020,Chandigarh,94
3/5/2020,Chhattisgarh,43
3/5/2020,Delhi,4122
3/5/2020,Goa,7
3/5/2020,Gujarat,5055
3/5/2020,Haryana,394
3/5/2020,Himachal Pradesh,40
3/5/2020,Jammu and Kashmir,666
3/5/2020,Jharkhand,115
3/5/2020,Karnataka,606
3/5/2020,Kerala,500
3/5/2020,Ladakh,40
3/5/2020,Madhya Pradesh,2846
3/5/2020,Maharashtra,12296
3/5/2020,Manipur,2
3/5/2020,Meghalaya,12
3/5/2020,Mizoram,1
3/5/2020,Odisha,160
3/5/2020,Puducherry,8
3/5/2020,Punjab,772
3/5/2020,Rajasthan,2772
3/5/2020,Tamil Nadu,2757
3/5/2020,Telengana,1063
3/5/2020,Tripura,4
3/5/2020,Uttarakhand,59
3/5/2020,Uttar Pradesh,2626
3/5/2020,West Bengal,922
4/5/2020,Andaman and Nicobar Islands,33
4/5/2020,Andhra Pradesh,1650
4/5/2020,Arunachal Pradesh,1
4/5/2020,Assam,43
4/5/2020,Bihar,517
4/5/2020,Chandigarh,94
4/5/2020,Chhattisgarh,57
4/5/2020,Delhi,4549
4/5/2020,Goa,7
4/5/2020,Gujarat,5428
4/5/2020,Haryana,442
4/5/2020,Himachal Pradesh,40
4/5/2020,Jammu and Kashmir,701
4/5/2020,Jharkhand,115
4/5/2020,Karnataka,642
4/5/2020,Kerala,500
4/5/2020,Ladakh,41
4/5/2020,Madhya Pradesh,2942
4/5/2020,Maharashtra,12974
4/5/2020,Manipur,2
4/5/2020,Meghalaya,12
4/5/2020,Mizoram,1
4/5/2020,Odisha,163
4/5/2020,Puducherry,8
4/5/2020,Punjab,1102
4/5/2020,Rajasthan,2886
4/5/2020,Tamil Nadu,3023
4/5/2020,Telengana,1082
4/5/2020,Tripura,16
4/5/2020,Uttarakhand,60
4/5/2020,Uttar Pradesh,2742
4/5/2020,West Bengal,963
5/5/2020,Andaman and Nicobar Islands,33
5/5/2020,Andhra Pradesh,1717
5/5/2020,Arunachal Pradesh,1
5/5/2020,Assam,43
5/5/2020,Bihar,529
5/5/2020,Chandigarh,102
5/5/2020,Chhattisgarh,58
5/5/2020,Delhi,4898
5/5/2020,Goa,7
5/5/2020,Gujarat,5804
5/5/2020,Haryana,517
5/5/2020,Himachal Pradesh,41
5/5/2020,Jammu and Kashmir,726
5/5/2020,Jharkhand,115
5/5/2020,Karnataka,659
5/5/2020,Kerala,500
5/5/2020,Ladakh,41
5/5/2020,Madhya Pradesh,3049
5/5/2020,Maharashtra,14541
5/5/2020,Manipur,2
5/5/2020,Meghalaya,12
5/5/2020,Mizoram,1
5/5/2020,Odisha,170
5/5/2020,Puducherry,9
5/5/2020,Punjab,1233
5/5/2020,Rajasthan,3061
5/5/2020,Tamil Nadu,3550
5/5/2020,Telengana,1085
5/5/2020,Tripura,29
5/5/2020,Uttarakhand,60
5/5/2020,Uttar Pradesh,2859
5/5/2020,West Bengal,1259
6/5/2020,Andaman and Nicobar Islands,33
6/5/2020,Andhra Pradesh,1717
6/5/2020,Arunachal Pradesh,1
6/5/2020,Assam,43
6/5/2020,Bihar,536
6/5/2020,Chandigarh,111
6/5/2020,Chhattisgarh,59
6/5/2020,Dadar Nagar Haveli,1
6/5/2020,Delhi,5104
6/5/2020,Goa,7
6/5/2020,Gujarat,6245
6/5/2020,Haryana,548
6/5/2020,Himachal Pradesh,42
6/5/2020,Jammu and Kashmir,741
6/5/2020,Jharkhand,125
6/5/2020,Karnataka,671
6/5/2020,Kerala,502
6/5/2020,Ladakh,41
6/5/2020,Madhya Pradesh,3049
6/5/2020,Maharashtra,15525
6/5/2020,Manipur,2
6/5/2020,Meghalaya,12
6/5/2020,Mizoram,1
6/5/2020,Odisha,175
6/5/2020,Puducherry,9
6/5/2020,Punjab,1451
6/5/2020,Rajasthan,3158
6/5/2020,Tamil Nadu,4058
6/5/2020,Telengana,1096
6/5/2020,Tripura,43
6/5/2020,Uttarakhand,61
6/5/2020,Uttar Pradesh,2880
6/5/2020,West Bengal,1344
7/5/2020,Andaman and Nicobar Islands,33
7/5/2020,Andhra Pradesh,1777
7/5/2020,Arunachal Pradesh,1
7/5/2020,Assam,45
7/5/2020,Bihar,542
7/5/2020,Chandigarh,120
7/5/2020,Chhattisgarh,59
7/5/2020,Dadar Nagar Haveli,1
7/5/2020,Delhi,5532
7/5/2020,Goa,7
7/5/2020,Gujarat,6625
7/5/2020,Haryana,594
7/5/2020,Himachal Pradesh,45
7/5/2020,Jammu and Kashmir,775
7/5/2020,Jharkhand,127
7/5/2020,Karnataka,693
7/5/2020,Kerala,503
7/5/2020,Ladakh,41
7/5/2020,Madhya Pradesh,3138
7/5/2020,Maharashtra,16758
7/5/2020,Manipur,2
7/5/2020,Meghalaya,12
7/5/2020,Mizoram,1
7/5/2020,Odisha,185
7/5/2020,Puducherry,9
7/5/2020,Punjab,1516
7/5/2020,Rajasthan,3317
7/5/2020,Tamil Nadu,4829
7/5/2020,Telengana,1107
7/5/2020,Tripura,43
7/5/2020,Uttarakhand,61
7/5/2020,Uttar Pradesh,2998
7/5/2020,West Bengal,1456
8/5/2020,Andaman and Nicobar Islands,33
8/5/2020,Andhra Pradesh,1847
8/5/2020,Arunachal Pradesh,1
8/5/2020,Assam,54
8/5/2020,Bihar,550
8/5/2020,Chandigarh,135
8/5/2020,Chhattisgarh,59
8/5/2020,Dadar Nagar Haveli,1
8/5/2020,Delhi,5980
8/5/2020,Goa,7
8/5/2020,Gujarat,7012
8/5/2020,Haryana,625
8/5/2020,Himachal Pradesh,46
8/5/2020,Jammu and Kashmir,793
8/5/2020,Jharkhand,132
8/5/2020,Karnataka,705
8/5/2020,Kerala,503
8/5/2020,Ladakh,42
8/5/2020,Madhya Pradesh,3252
8/5/2020,Maharashtra,17974
8/5/2020,Manipur,2
8/5/2020,Meghalaya,12
8/5/2020,Mizoram,1
8/5/2020,Odisha,219
8/5/2020,Puducherry,9
8/5/2020,Punjab,1644
8/5/2020,Rajasthan,3427
8/5/2020,Tamil Nadu,5409
8/5/2020,Telengana,1123
8/5/2020,Tripura,65
8/5/2020,Uttarakhand,61
8/5/2020,Uttar Pradesh,3071
8/5/2020,West Bengal,1548
9/5/2020,Andaman and Nicobar Islands,33
9/5/2020,Andhra Pradesh,1887
9/5/2020,Arunachal Pradesh,1
9/5/2020,Assam,59
9/5/2020,Bihar,571
9/5/2020,Chandigarh,150
9/5/2020,Chhattisgarh,59
9/5/2020,Dadar Nagar Haveli,1
9/5/2020,Delhi,6318
9/5/2020,Goa,7
9/5/2020,Gujarat,7402
9/5/2020,Haryana,647
9/5/2020,Himachal Pradesh,50
9/5/2020,Jammu and Kashmir,823
9/5/2020,Jharkhand,132
9/5/2020,Karnataka,753
9/5/2020,Kerala,503
9/5/2020,Ladakh,42
9/5/2020,Madhya Pradesh,3341
9/5/2020,Maharashtra,19063
9/5/2020,Manipur,2
9/5/2020,Meghalaya,12
9/5/2020,Mizoram,1
9/5/2020,Odisha,271
9/5/2020,Puducherry,9
9/5/2020,Punjab,1731
9/5/2020,Rajasthan,3579
9/5/2020,Tamil Nadu,6009
9/5/2020,Telengana,1133
9/5/2020,Tripura,118
9/5/2020,Uttarakhand,63
9/5/2020,Uttar Pradesh,3214
9/5/2020,West Bengal,1678
10/5/2020,Andaman and Nicobar Islands,33
10/5/2020,Andhra Pradesh,1930
10/5/2020,Arunachal Pradesh,1
10/5/2020,Assam,63
10/5/2020,Bihar,591
10/5/2020,Chandigarh,169
10/5/2020,Chhattisgarh,59
10/5/2020,Dadar Nagar Haveli,1
10/5/2020,Delhi,6542
10/5/2020,Goa,7
10/5/2020,Gujarat,7796
10/5/2020,Haryana,675
10/5/2020,Himachal Pradesh,50
10/5/2020,Jammu and Kashmir,836
10/5/2020,Jharkhand,156
10/5/2020,Karnataka,794
10/5/2020,Kerala,505
10/5/2020,Ladakh,42
10/5/2020,Madhya Pradesh,3614
10/5/2020,Maharashtra,20228
10/5/2020,Manipur,2
10/5/2020,Meghalaya,13
10/5/2020,Mizoram,1
10/5/2020,Odisha,294
10/5/2020,Puducherry,9
10/5/2020,Punjab,1762
10/5/2020,Rajasthan,3708
10/5/2020,Tamil Nadu,6535
10/5/2020,Telengana,1163
10/5/2020,Tripura,134
10/5/2020,Uttarakhand,67
10/5/2020,Uttar Pradesh,3373
10/5/2020,West Bengal,1786
11/5/2020,Andaman and Nicobar Islands,33
11/5/2020,Andhra Pradesh,1980
11/5/2020,Arunachal Pradesh,1
11/5/2020,Assam,63
11/5/2020,Bihar,696
11/5/2020,Chandigarh,169
11/5/2020,Chhattisgarh,59
11/5/2020,Dadar Nagar Haveli,1
11/5/2020,Delhi,6923
11/5/2020,Goa,7
11/5/2020,Gujarat,8194
11/5/2020,Haryana,703
11/5/2020,Himachal Pradesh,55
11/5/2020,Jammu and Kashmir,861
11/5/2020,Jharkhand,157
11/5/2020,Karnataka,848
11/5/2020,Kerala,512
11/5/2020,Ladakh,42
11/5/2020,Madhya Pradesh,3614
11/5/2020,Maharashtra,22171
11/5/2020,Manipur,2
11/5/2020,Meghalaya,13
11/5/2020,Mizoram,1
11/5/2020,Odisha,377
11/5/2020,Puducherry,9
11/5/2020,Punjab,1823
11/5/2020,Rajasthan,3814
11/5/2020,Tamil Nadu,7204
11/5/2020,Telengana,1196
11/5/2020,Tripura,150
11/5/2020,Uttarakhand,68
11/5/2020,Uttar Pradesh,3467
11/5/2020,West Bengal,1939
12/5/2020,Andaman and Nicobar Islands,33
12/5/2020,Andhra Pradesh,2018
12/5/2020,Arunachal Pradesh,1
12/5/2020,Assam,65
12/5/2020,Bihar,747
12/5/2020,Chandigarh,174
12/5/2020,Chhattisgarh,59
12/5/2020,Dadar Nagar Haveli,1
12/5/2020,Delhi,7233
12/5/2020,Goa,7
12/5/2020,Gujarat,8541
12/5/2020,Haryana,730
12/5/2020,Himachal Pradesh,59
12/5/2020,Jammu and Kashmir,879
12/5/2020,Jharkhand,160
12/5/2020,Karnataka,862
12/5/2020,Kerala,519
12/5/2020,Ladakh,42
12/5/2020,Madhya Pradesh,3785
12/5/2020,Maharashtra,23401
12/5/2020,Manipur,2
12/5/2020,Meghalaya,13
12/5/2020,Mizoram,1
12/5/2020,Odisha,414
12/5/2020,Puducherry,12
12/5/2020,Punjab,1877
12/5/2020,Rajasthan,3988
12/5/2020,Tamil Nadu,8002
12/5/2020,Telengana,1275
12/5/2020,Tripura,152
12/5/2020,Uttarakhand,68
12/5/2020,Uttar Pradesh,3573
12/5/2020,West Bengal,2063
13/05/20,Andaman and Nicobar Islands,33
13/05/20,Andhra Pradesh,2090
13/05/20,Arunachal Pradesh,1
13/05/20,Assam,65
13/05/20,Bihar,831
13/05/20,Chandigarh,187
13/05/20,Chhattisgarh,59
13/05/20,Dadar Nagar Haveli,1
13/05/20,Delhi,7639
13/05/20,Goa,7
13/05/20,Gujarat,8903
13/05/20,Haryana,780
13/05/20,Himachal Pradesh,65
13/05/20,Jammu and Kashmir,934
13/05/20,Jharkhand,172
13/05/20,Karnataka,925
13/05/20,Kerala,524
13/05/20,Ladakh,42
13/05/20,Madhya Pradesh,3986
13/05/20,Maharashtra,24427
13/05/20,Manipur,2
13/05/20,Meghalaya,13
13/05/20,Mizoram,1
13/05/20,Odisha,437
13/05/20,Puducherry,13
13/05/20,Punjab,1914
13/05/20,Rajasthan,4126
13/05/20,Tamil Nadu,8718
13/05/20,Telengana,1326
13/05/20,Tripura,154
13/05/20,Uttarakhand,69
13/05/20,Uttar Pradesh,3664
13/05/20,West Bengal,2173
14/05/20,Andaman and Nicobar Islands,33
14/05/20,Andhra Pradesh,2137
14/05/20,Arunachal Pradesh,1
14/05/20,Assam,80
14/05/20,Bihar,940
14/05/20,Chandigarh,187
14/05/20,Chhattisgarh,59
14/05/20,Dadar Nagar Haveli,1
14/05/20,Delhi,7998
14/05/20,Goa,7
14/05/20,Gujarat,9267
14/05/20,Haryana,793
14/05/20,Himachal Pradesh,66
14/05/20,Jammu and Kashmir,971
14/05/20,Jharkhand,173
14/05/20,Karnataka,959
14/05/20,Kerala,534
14/05/20,Ladakh,43
14/05/20,Madhya Pradesh,4173
14/05/20,Maharashtra,25922
14/05/20,Manipur,2
14/05/20,Meghalaya,13
14/05/20,Mizoram,1
14/05/20,Odisha,538
14/05/20,Puducherry,13
14/05/20,Punjab,1924
14/05/20,Rajasthan,4328
14/05/20,Tamil Nadu,9227
14/05/20,Telengana,1367
14/05/20,Tripura,155
14/05/20,Uttarakhand,72
14/05/20,Uttar Pradesh,3729
14/05/20,West Bengal,2290
15/05/20,Andaman and Nicobar Islands,33
15/05/20,Andhra Pradesh,2205
15/05/20,Arunachal Pradesh,1
15/05/20,Assam,87
15/05/20,Bihar,994
15/05/20,Chandigarh,191
15/05/20,Chhattisgarh,60
15/05/20,Dadar Nagar Haveli,1
15/05/20,Delhi,8470
15/05/20,Goa,14
15/05/20,Gujarat,9591
15/05/20,Haryana,818
15/05/20,Himachal Pradesh,74
15/05/20,Jammu and Kashmir,983
15/05/20,Jharkhand,197
15/05/20,Karnataka,987
15/05/20,Kerala,560
15/05/20,Ladakh,43
15/05/20,Madhya Pradesh,4426
15/05/20,Maharashtra,27524
15/05/20,Manipur,3
15/05/20,Meghalaya,13
15/05/20,Mizoram,1
15/05/20,Odisha,611
15/05/20,Puducherry,13
15/05/20,Punjab,1935
15/05/20,Rajasthan,4534
15/05/20,Tamil Nadu,9674
15/05/20,Telengana,1414
15/05/20,Tripura,156
15/05/20,Uttarakhand,78
15/05/20,Uttar Pradesh,3902
15/05/20,West Bengal,2377
