Date,State/UnionTerritory,Confirmed,Deaths,Cured
10/3/2020,Maharashtra,5,0,0
10/3/2020,Punjab,1,0,0
10/3/2020,Rajasthan,15,0,0
10/3/2020,Tamil Nadu,1,0,0
10/3/2020,Telengana,1,0,0
10/3/2020,Jammu and Kashmir,1,0,0
11/3/2020,Maharashtra,2,0,0
11/3/2020,Delhi,5,0,0
11/3/2020,Haryana,14,0,0
11/3/2020,Kerala,17,0,3
11/3/2020,Rajasthan,3,0,0
11/3/2020,Telengana,1,0,0
11/3/2020,Uttar Pradesh,9,0,0
11/3/2020,Ladakh,2,0,0
11/3/2020,Tamil Nadu,1,0,0
11/3/2020,Jammu and Kashmir,1,0,0
11/3/2020,Punjab,1,0,0
11/3/2020,Karnataka,4,0,0
12/3/2020,Delhi,6,0,0
12/3/2020,Haryana,14,0,0
12/3/2020,Kerala,17,0,3
12/3/2020,Rajasthan,3,0,0
12/3/2020,Telengana,1,0,0
12/3/2020,Uttar Pradesh,11,0,0
12/3/2020,Ladakh,3,0,0
12/3/2020,Tamil Nadu,1,0,0
12/3/2020,Jammu and Kashmir,1,0,0
12/3/2020,Punjab,1,0,0
12/3/2020,Karnataka,4,0,0
12/3/2020,Maharashtra,11,0,0
12/3/2020,Andhra Pradesh,1,0,0
13/03/20,Delhi,6,0,0
13/03/20,Haryana,14,0,0
13/03/20,Kerala,19,0,3
13/03/20,Rajasthan,3,0,0
13/03/20,Telengana,1,0,0
13/03/20,Uttar Pradesh,11,0,0
13/03/20,Ladakh,3,0,0
13/03/20,Tamil Nadu,1,0,0
13/03/20,Jammu and Kashmir,1,0,0
13/03/20,Punjab,1,0,0
13/03/20,Karnataka,6,1,0
13/03/20,Maharashtra,14,0,0
13/03/20,Andhra Pradesh,1,0,0
14/03/20,Delhi,7,1,1
14/03/20,Haryana,14,0,0
14/03/20,Kerala,19,0,3
14/03/20,Rajasthan,3,0,1
14/03/20,Telengana,1,0,0
14/03/20,Uttar Pradesh,12,0,5
14/03/20,Ladakh,3,0,0
14/03/20,Tamil Nadu,1,0,0
14/03/20,Jammu and Kashmir,2,0,0
14/03/20,Punjab,1,0,0
14/03/20,Karnataka,6,1,0
14/03/20,Maharashtra,14,0,0
14/03/20,Andhra Pradesh,1,0,0
15/03/20,Andhra Pradesh,1,0,0
15/03/20,Delhi,7,1,2
15/03/20,Haryana,14,0,0
15/03/20,Karnataka,6,1,0
15/03/20,Kerala,22,0,3
15/03/20,Maharashtra,32,0,0
15/03/20,Punjab,1,0,0
15/03/20,Rajasthan,4,0,3
15/03/20,Tamil Nadu,1,0,0
15/03/20,Telengana,3,0,1
15/03/20,Jammu and Kashmir,2,0,0
15/03/20,Ladakh,3,0,0
15/03/20,Uttar Pradesh,13,0,4
15/03/20,Uttarakhand,1,0,0
16/03/20,Andhra Pradesh,1,0,0
16/03/20,Delhi,7,1,2
16/03/20,Haryana,14,0,0
16/03/20,Karnataka,6,1,0
16/03/20,Kerala,23,0,3
16/03/20,Maharashtra,32,0,0
16/03/20,Odisha,1,0,0
16/03/20,Punjab,1,0,0
16/03/20,Rajasthan,4,0,3
16/03/20,Tamil Nadu,1,0,0
16/03/20,Telengana,3,0,1
16/03/20,Jammu and Kashmir,3,0,0
16/03/20,Ladakh,4,0,0
16/03/20,Uttar Pradesh,13,0,4
16/03/20,Uttarakhand,1,0,0
17/03/20,Andhra Pradesh,1,0,0
17/03/20,Delhi,8,1,2
17/03/20,Haryana,15,0,0
17/03/20,Karnataka,11,1,0
17/03/20,Kerala,26,0,3
17/03/20,Maharashtra,39,1,0
17/03/20,Odisha,1,0,0
17/03/20,Punjab,1,0,0
17/03/20,Rajasthan,4,0,3
17/03/20,Tamil Nadu,1,0,0
17/03/20,Telengana,5,0,1
17/03/20,Jammu and Kashmir,3,0,0
17/03/20,Ladakh,6,0,0
17/03/20,Uttar Pradesh,15,0,5
17/03/20,Uttarakhand,1,0,0
18/03/20,Andhra Pradesh,1,0,0
18/03/20,Delhi,10,1,2
18/03/20,Haryana,17,0,0
18/03/20,Karnataka,11,1,0
18/03/20,Kerala,27,0,3
18/03/20,Maharashtra,42,1,0
18/03/20,Odisha,1,0,0
18/03/20,Puducherry,1,0,0
18/03/20,Punjab,1,0,0
18/03/20,Rajasthan,4,0,3
18/03/20,Tamil Nadu,1,0,0
18/03/20,Telengana,6,0,1
18/03/20,Jammu and Kashmir,3,0,0
18/03/20,Ladakh,8,0,0
18/03/20,Uttar Pradesh,16,0,5
18/03/20,Uttarakhand,1,0,0
18/03/20,West Bengal,1,0,0
19/03/20,Andhra Pradesh,2,0,0
19/03/20,Chhattisgarh,1,0,0
19/03/20,Delhi,12,1,3
19/03/20,Haryana,17,0,0
19/03/20,Karnataka,14,1,0
19/03/20,Kerala,27,0,3
19/03/20,Maharashtra,47,1,0
19/03/20,Odisha,1,0,0
19/03/20,Puducherry,1,0,0
19/03/20,Punjab,2,1,0
19/03/20,Rajasthan,7,0,3
19/03/20,Tamil Nadu,2,0,1
19/03/20,Telengana,6,0,1
19/03/20,Chandigarh,1,0,0
19/03/20,Jammu and Kashmir,4,0,0
19/03/20,Ladakh,8,0,0
19/03/20,Uttar Pradesh,19,0,9
19/03/20,Uttarakhand,1,0,0
19/03/20,West Bengal,1,0,0
20/03/20,Andhra Pradesh,3,0,0
20/03/20,Chhattisgarh,1,0,0
20/03/20,Delhi,17,1,5
20/03/20,Gujarat,5,0,0
20/03/20,Haryana,17,0,0
20/03/20,Karnataka,15,1,1
20/03/20,Kerala,28,0,3
20/03/20,Maharashtra,52,1,0
20/03/20,Odisha,2,0,0
20/03/20,Puducherry,1,0,0
20/03/20,Punjab,2,1,0
20/03/20,Rajasthan,17,0,3
20/03/20,Tamil Nadu,3,0,1
20/03/20,Telengana,17,0,1
20/03/20,Chandigarh,1,0,0
20/03/20,Jammu and Kashmir,4,0,0
20/03/20,Ladakh,10,0,0
20/03/20,Uttar Pradesh,23,0,9
20/03/20,Uttarakhand,3,0,0
20/03/20,West Bengal,2,0,0
21/03/20,Andhra Pradesh,3,0,0
21/03/20,Chhattisgarh,1,0,0
21/03/20,Delhi,26,1,5
21/03/20,Gujarat,7,0,0
21/03/20,Haryana,17,0,0
21/03/20,Himachal Pradesh,2,0,0
21/03/20,Karnataka,15,1,1
21/03/20,Kerala,40,0,3
21/03/20,Madhya Pradesh,4,0,0
21/03/20,Maharashtra,63,1,0
21/03/20,Odisha,2,0,0
21/03/20,Puducherry,1,0,0
21/03/20,Punjab,13,1,0
21/03/20,Rajasthan,17,0,3
21/03/20,Tamil Nadu,3,0,1
21/03/20,Telengana,21,0,1
21/03/20,Chandigarh,1,0,0
21/03/20,Jammu and Kashmir,4,0,0
21/03/20,Ladakh,13,0,0
21/03/20,Uttar Pradesh,24,0,9
21/03/20,Uttarakhand,3,0,0
21/03/20,West Bengal,3,0,0
22/03/20,Andhra Pradesh,5,0,0
22/03/20,Bihar,2,1,0
22/03/20,Chhattisgarh,1,0,0
22/03/20,Delhi,29,1,5
22/03/20,Gujarat,18,1,0
22/03/20,Haryana,21,0,0
22/03/20,Himachal Pradesh,2,0,0
22/03/20,Karnataka,26,1,2
22/03/20,Kerala,52,0,3
22/03/20,Madhya Pradesh,4,0,0
22/03/20,Maharashtra,67,2,0
22/03/20,Odisha,2,0,0
22/03/20,Puducherry,1,0,0
22/03/20,Punjab,21,1,0
22/03/20,Rajasthan,24,0,3
22/03/20,Tamil Nadu,7,0,1
22/03/20,Telengana,22,0,1
22/03/20,Chandigarh,5,0,0
22/03/20,Jammu and Kashmir,4,0,0
22/03/20,Ladakh,13,0,0
22/03/20,Uttar Pradesh,27,0,9
22/03/20,Uttarakhand,3,0,0
22/03/20,West Bengal,4,0,0
23/03/20,Andhra Pradesh,7,0,0
23/03/20,Bihar,2,1,0
23/03/20,Chhattisgarh,1,0,0
23/03/20,Delhi,29,1,5
23/03/20,Gujarat,29,1,0
23/03/20,Haryana,26,0,0
23/03/20,Himachal Pradesh,2,0,0
23/03/20,Karnataka,33,1,2
23/03/20,Kerala,67,0,3
23/03/20,Madhya Pradesh,6,0,0
23/03/20,Maharashtra,74,2,0
23/03/20,Odisha,2,0,0
23/03/20,Puducherry,1,0,0
23/03/20,Punjab,21,1,0
23/03/20,Rajasthan,28,0,3
23/03/20,Tamil Nadu,9,0,1
23/03/20,Telengana,32,0,1
23/03/20,Chandigarh,6,0,0
23/03/20,Jammu and Kashmir,4,0,0
23/03/20,Ladakh,13,0,0
23/03/20,Uttar Pradesh,31,0,9
23/03/20,Uttarakhand,3,0,0
23/03/20,West Bengal,7,0,0
24/03/20,Andhra Pradesh,8,0,0
24/03/20,Bihar,3,1,0
24/03/20,Chhattisgarh,1,0,0
24/03/20,Delhi,30,1,6
24/03/20,Gujarat,33,1,0
24/03/20,Haryana,28,0,11
24/03/20,Himachal Pradesh,3,1,0
24/03/20,Karnataka,37,1,3
24/03/20,Kerala,95,0,4
24/03/20,Madhya Pradesh,7,0,0
24/03/20,Maharashtra,89,2,0
24/03/20,Manipur,1,0,0
24/03/20,Odisha,2,0,0
24/03/20,Puducherry,1,0,0
24/03/20,Punjab,29,1,0
24/03/20,Rajasthan,32,0,3
24/03/20,Tamil Nadu,15,0,1
24/03/20,Telengana,35,0,1
24/03/20,Chandigarh,7,0,0
24/03/20,Jammu and Kashmir,4,0,0
24/03/20,Ladakh,13,0,0
24/03/20,Uttar Pradesh,33,0,11
24/03/20,Uttarakhand,4,0,0
24/03/20,West Bengal,9,1,0
25/03/20,Andhra Pradesh,9,0,1
25/03/20,Bihar,4,1,0
25/03/20,Chhattisgarh,1,0,0
25/03/20,Delhi,31,1,6
25/03/20,Gujarat,38,1,0
25/03/20,Haryana,28,0,11
25/03/20,Himachal Pradesh,3,1,0
25/03/20,Karnataka,41,1,3
25/03/20,Kerala,109,0,4
25/03/20,Madhya Pradesh,14,0,0
25/03/20,Maharashtra,128,3,1
25/03/20,Manipur,1,0,0
25/03/20,Mizoram,1,0,0
25/03/20,Odisha,2,0,0
25/03/20,Puducherry,1,0,0
25/03/20,Punjab,29,1,0
25/03/20,Rajasthan,36,0,3
25/03/20,Tamil Nadu,18,0,1
25/03/20,Telengana,35,0,1
25/03/20,Chandigarh,7,0,0
25/03/20,Jammu and Kashmir,7,0,1
25/03/20,Ladakh,13,0,0
25/03/20,Uttar Pradesh,37,0,11
25/03/20,Uttarakhand,4,0,0
25/03/20,West Bengal,9,1,0
26/03/20,Andaman and Nicobar Islands,1,0,0
26/03/20,Andhra Pradesh,11,0,1
26/03/20,Bihar,6,1,0
26/03/20,Chandigarh,7,0,0
26/03/20,Chhattisgarh,6,0,0
26/03/20,Delhi,36,1,6
26/03/20,Goa,3,0,0
26/03/20,Gujarat,43,3,0
26/03/20,Haryana,30,0,11
26/03/20,Himachal Pradesh,3,1,0
26/03/20,Jammu and Kashmir,13,0,1
26/03/20,Karnataka,55,2,3
26/03/20,Kerala,118,0,6
26/03/20,Ladakh,13,0,0
26/03/20,Madhya Pradesh,20,1,0
26/03/20,Maharashtra,124,3,1
26/03/20,Manipur,1,0,0
26/03/20,Mizoram,1,0,0
26/03/20,Odisha,2,0,0
26/03/20,Puducherry,1,0,0
26/03/20,Punjab,33,1,0
26/03/20,Rajasthan,41,0,3
26/03/20,Tamil Nadu,26,1,1
26/03/20,Telengana,44,0,1
26/03/20,Uttarakhand,5,0,0
26/03/20,Uttar Pradesh,41,0,11
26/03/20,West Bengal,10,1,0
27/03/20,Andaman and Nicobar Islands,1,0,0
27/03/20,Andhra Pradesh,12,0,1
27/03/20,Bihar,6,1,0
27/03/20,Chandigarh,7,0,0
27/03/20,Chhattisgarh,6,0,0
27/03/20,Delhi,36,1,6
27/03/20,Goa,3,0,0
27/03/20,Gujarat,43,3,0
27/03/20,Haryana,30,0,11
27/03/20,Himachal Pradesh,3,1,0
27/03/20,Jammu and Kashmir,13,1,1
27/03/20,Karnataka,55,2,3
27/03/20,Kerala,137,0,11
27/03/20,Ladakh,13,0,3
27/03/20,Madhya Pradesh,20,1,0
27/03/20,Maharashtra,130,4,15
27/03/20,Manipur,1,0,0
27/03/20,Mizoram,1,0,0
27/03/20,Odisha,2,0,0
27/03/20,Puducherry,1,0,0
27/03/20,Punjab,33,1,0
27/03/20,Rajasthan,41,0,3
27/03/20,Tamil Nadu,29,1,1
27/03/20,Telengana,45,0,1
27/03/20,Uttarakhand,5,0,0
27/03/20,Uttar Pradesh,41,0,11
27/03/20,West Bengal,10,1,0
28/03/20,Andhra Pradesh,14,0,1
28/03/20,Andaman and Nicobar Islands,6,0,0
28/03/20,Bihar,9,1,0
28/03/20,Chandigarh,8,0,0
28/03/20,Chhattisgarh,6,0,0
28/03/20,Delhi,39,1,6
28/03/20,Goa,3,0,0
28/03/20,Gujarat,45,3,0
28/03/20,Haryana,33,0,12
28/03/20,Himachal Pradesh,3,1,0
28/03/20,Jammu and Kashmir,20,1,1
28/03/20,Karnataka,55,2,3
28/03/20,Kerala,176,0,11
28/03/20,Ladakh,13,0,3
28/03/20,Madhya Pradesh,30,2,0
28/03/20,Maharashtra,180,5,25
28/03/20,Manipur,1,0,0
28/03/20,Mizoram,1,0,0
28/03/20,Odisha,3,0,0
28/03/20,Puducherry,1,0,0
28/03/20,Punjab,38,1,1
28/03/20,Rajasthan,54,0,3
28/03/20,Tamil Nadu,40,1,2
28/03/20,Telengana,56,0,1
28/03/20,Uttarakhand,5,0,0
28/03/20,Uttar Pradesh,55,0,11
28/03/20,West Bengal,15,1,0
29/03/20,Andhra Pradesh,19,0,1
29/03/20,Andaman and Nicobar Islands,9,0,0
29/03/20,Bihar,11,1,0
29/03/20,Chandigarh,8,0,0
29/03/20,Chhattisgarh,7,0,0
29/03/20,Delhi,49,2,6
29/03/20,Goa,5,0,0
29/03/20,Gujarat,58,5,1
29/03/20,Haryana,33,0,17
29/03/20,Himachal Pradesh,3,1,0
29/03/20,Jammu and Kashmir,31,2,1
29/03/20,Karnataka,76,3,5
29/03/20,Kerala,182,1,15
29/03/20,Ladakh,13,0,3
29/03/20,Madhya Pradesh,30,2,0
29/03/20,Maharashtra,186,6,25
29/03/20,Manipur,1,0,0
29/03/20,Mizoram,1,0,0
29/03/20,Odisha,3,0,0
29/03/20,Puducherry,1,0,0
29/03/20,Punjab,38,1,1
29/03/20,Rajasthan,55,0,3
29/03/20,Tamil Nadu,49,1,4
29/03/20,Telengana,66,1,1
29/03/20,Uttarakhand,7,0,2
29/03/20,Uttar Pradesh,65,0,11
29/03/20,West Bengal,18,1,0
30/03/20,Andhra Pradesh,23,0,1
30/03/20,Andaman and Nicobar Islands,9,0,0
30/03/20,Bihar,15,1,0
30/03/20,Chandigarh,8,0,0
30/03/20,Chhattisgarh,7,0,0
30/03/20,Delhi,87,2,6
30/03/20,Goa,5,0,0
30/03/20,Gujarat,69,6,1
30/03/20,Haryana,36,0,18
30/03/20,Himachal Pradesh,3,1,0
30/03/20,Jammu and Kashmir,48,2,2
30/03/20,Karnataka,83,3,5
30/03/20,Kerala,202,1,19
30/03/20,Ladakh,13,0,3
30/03/20,Madhya Pradesh,47,3,0
30/03/20,Maharashtra,198,8,25
30/03/20,Manipur,1,0,0
30/03/20,Mizoram,1,0,0
30/03/20,Odisha,3,0,0
30/03/20,Puducherry,1,0,0
30/03/20,Punjab,38,1,1
30/03/20,Rajasthan,59,0,3
30/03/20,Tamil Nadu,67,1,4
30/03/20,Telengana,71,1,1
30/03/20,Uttarakhand,7,0,2
30/03/20,Uttar Pradesh,82,0,11
30/03/20,West Bengal,22,1,0
30/03/20,Unassigned,46,0,0
31/03/20,Andhra Pradesh,40,0,1
31/03/20,Andaman and Nicobar Islands,10,0,0
31/03/20,Bihar,15,1,0
31/03/20,Chandigarh,13,0,0
31/03/20,Chhattisgarh,8,0,0
31/03/20,Delhi,97,2,6
31/03/20,Goa,5,0,0
31/03/20,Gujarat,73,6,3
31/03/20,Haryana,40,0,21
31/03/20,Himachal Pradesh,3,1,0
31/03/20,Jammu and Kashmir,54,2,2
31/03/20,Karnataka,83,3,5
31/03/20,Kerala,234,1,19
31/03/20,Ladakh,13,0,3
31/03/20,Madhya Pradesh,47,3,0
31/03/20,Maharashtra,216,9,39
31/03/20,Manipur,1,0,0
31/03/20,Mizoram,1,0,0
31/03/20,Odisha,3,0,0
31/03/20,Puducherry,1,0,0
31/03/20,Punjab,41,3,1
31/03/20,Rajasthan,74,0,3
31/03/20,Tamil Nadu,74,1,4
31/03/20,Telengana,79,1,1
31/03/20,Uttarakhand,7,0,2
31/03/20,Uttar Pradesh,101,0,14
31/03/20,West Bengal,26,2,0
31/03/20,Unassigned,38,0,0
1/4/2020,Andhra Pradesh,83,0,1
1/4/2020,Andaman and Nicobar Islands,10,0,0
1/4/2020,Assam,1,0,0
1/4/2020,Bihar,23,1,0
1/4/2020,Chandigarh,16,0,0
1/4/2020,Chhattisgarh,9,0,2
1/4/2020,Delhi,152,2,6
1/4/2020,Goa,5,0,0
1/4/2020,Gujarat,82,6,5
1/4/2020,Haryana,43,0,21
1/4/2020,Himachal Pradesh,3,1,0
1/4/2020,Jammu and Kashmir,62,2,2
1/4/2020,Jharkhand,1,0,0
1/4/2020,Karnataka,101,3,8
1/4/2020,Kerala,241,2,23
1/4/2020,Ladakh,13,0,3
1/4/2020,Madhya Pradesh,66,3,0
1/4/2020,Maharashtra,302,9,39
1/4/2020,Manipur,1,0,0
1/4/2020,Mizoram,1,0,0
1/4/2020,Odisha,4,0,0
1/4/2020,Puducherry,3,0,1
1/4/2020,Punjab,42,3,1
1/4/2020,Rajasthan,93,0,3
1/4/2020,Tamil Nadu,234,1,6
1/4/2020,Telengana,96,3,1
1/4/2020,Uttarakhand,7,0,2
1/4/2020,Uttar Pradesh,103,2,14
1/4/2020,West Bengal,37,3,6
2/4/2020,Andhra Pradesh,86,1,1
2/4/2020,Andaman and Nicobar Islands,10,0,0
2/4/2020,Assam,5,0,0
2/4/2020,Bihar,24,1,0
2/4/2020,Chandigarh,16,0,0
2/4/2020,Chhattisgarh,9,0,2
2/4/2020,Delhi,219,4,8
2/4/2020,Goa,5,0,0
2/4/2020,Gujarat,87,7,8
2/4/2020,Haryana,43,0,21
2/4/2020,Himachal Pradesh,3,1,1
2/4/2020,Jammu and Kashmir,62,2,2
2/4/2020,Jharkhand,1,0,0
2/4/2020,Karnataka,110,3,9
2/4/2020,Kerala,265,2,25
2/4/2020,Ladakh,13,0,3
2/4/2020,Madhya Pradesh,99,6,0
2/4/2020,Maharashtra,335,13,42
2/4/2020,Manipur,1,0,0
2/4/2020,Mizoram,1,0,0
2/4/2020,Odisha,4,0,0
2/4/2020,Puducherry,3,0,1
2/4/2020,Punjab,46,4,1
2/4/2020,Rajasthan,108,0,3
2/4/2020,Tamil Nadu,234,1,6
2/4/2020,Telengana,107,3,1
2/4/2020,Uttarakhand,7,0,2
2/4/2020,Uttar Pradesh,113,2,14
2/4/2020,West Bengal,53,3,6
3/4/2020,Andhra Pradesh,132,1,1
3/4/2020,Andaman and Nicobar Islands,10,0,0
3/4/2020,Arunachal Pradesh,1,0,0
3/4/2020,Assam,16,0,0
3/4/2020,Bihar,29,1,0
3/4/2020,Chandigarh,18,0,0
3/4/2020,Chhattisgarh,9,0,3
3/4/2020,Delhi,219,4,8
3/4/2020,Goa,6,0,0
3/4/2020,Gujarat,95,8,10
3/4/2020,Haryana,49,0,24
3/4/2020,Himachal Pradesh,6,1,1
3/4/2020,Jammu and Kashmir,75,2,3
3/4/2020,Jharkhand,2,0,0
3/4/2020,Karnataka,124,3,10
3/4/2020,Kerala,286,2,27
3/4/2020,Ladakh,14,0,3
3/4/2020,Madhya Pradesh,104,6,0
3/4/2020,Maharashtra,335,16,42
3/4/2020,Manipur,2,0,0
3/4/2020,Mizoram,1,0,0
3/4/2020,Odisha,5,0,0
3/4/2020,Puducherry,5,0,1
3/4/2020,Punjab,48,5,1
3/4/2020,Rajasthan,167,0,3
3/4/2020,Tamil Nadu,309,1,6
3/4/2020,Telengana,158,7,1
3/4/2020,Uttarakhand,10,0,2
3/4/2020,Uttar Pradesh,172,2,14
3/4/2020,West Bengal,63,3,3
3/4/2020,Unassigned,77,0,0
4/4/2020,Andhra Pradesh,161,1,1
4/4/2020,Andaman and Nicobar Islands,10,0,0
4/4/2020,Arunachal Pradesh,1,0,0
4/4/2020,Assam,24,0,0
4/4/2020,Bihar,30,1,0
4/4/2020,Chandigarh,18,0,0
4/4/2020,Chhattisgarh,9,0,3
4/4/2020,Delhi,445,6,15
4/4/2020,Goa,7,0,0
4/4/2020,Gujarat,105,10,14
4/4/2020,Haryana,49,0,24
4/4/2020,Himachal Pradesh,6,1,1
4/4/2020,Jammu and Kashmir,75,2,3
4/4/2020,Jharkhand,2,0,0
4/4/2020,Karnataka,128,3,12
4/4/2020,Kerala,295,2,41
4/4/2020,Ladakh,14,0,3
4/4/2020,Madhya Pradesh,104,6,0
4/4/2020,Maharashtra,490,24,42
4/4/2020,Manipur,2,0,0
4/4/2020,Mizoram,1,0,0
4/4/2020,Odisha,5,0,0
4/4/2020,Puducherry,5,0,1
4/4/2020,Punjab,57,5,1
4/4/2020,Rajasthan,200,0,21
4/4/2020,Tamil Nadu,411,2,6
4/4/2020,Telengana,159,7,1
4/4/2020,Uttarakhand,16,0,2
4/4/2020,Uttar Pradesh,174,2,19
4/4/2020,West Bengal,69,3,3
5/4/2020,Andhra Pradesh,190,1,1
5/4/2020,Andaman and Nicobar Islands,10,0,0
5/4/2020,Arunachal Pradesh,1,0,0
5/4/2020,Assam,26,0,0
5/4/2020,Bihar,30,1,0
5/4/2020,Chandigarh,18,0,0
5/4/2020,Chhattisgarh,9,0,3
5/4/2020,Delhi,503,7,18
5/4/2020,Goa,7,0,0
5/4/2020,Gujarat,122,11,18
5/4/2020,Haryana,59,1,25
5/4/2020,Himachal Pradesh,6,1,1
5/4/2020,Jammu and Kashmir,106,2,4
5/4/2020,Jharkhand,3,0,0
5/4/2020,Karnataka,144,4,12
5/4/2020,Kerala,306,2,49
5/4/2020,Ladakh,14,0,10
5/4/2020,Madhya Pradesh,165,9,0
5/4/2020,Maharashtra,490,24,42
5/4/2020,Manipur,2,0,0
5/4/2020,Mizoram,1,0,0
5/4/2020,Odisha,20,0,0
5/4/2020,Puducherry,5,0,1
5/4/2020,Punjab,57,5,1
5/4/2020,Rajasthan,200,0,21
5/4/2020,Tamil Nadu,485,3,6
5/4/2020,Telengana,269,7,32
5/4/2020,Uttarakhand,22,0,2
5/4/2020,Uttar Pradesh,227,2,19
5/4/2020,West Bengal,80,3,10
6/4/2020,Andhra Pradesh,226,3,1
6/4/2020,Andaman and Nicobar Islands,10,0,0
6/4/2020,Arunachal Pradesh,1,0,0
6/4/2020,Assam,26,0,0
6/4/2020,Bihar,32,1,0
6/4/2020,Chandigarh,18,0,0
6/4/2020,Chhattisgarh,10,0,8
6/4/2020,Delhi,523,7,19
6/4/2020,Goa,7,0,0
6/4/2020,Gujarat,144,12,22
6/4/2020,Haryana,84,1,25
6/4/2020,Himachal Pradesh,13,1,2
6/4/2020,Jammu and Kashmir,109,2,4
6/4/2020,Jharkhand,4,0,0
6/4/2020,Karnataka,151,4,12
6/4/2020,Kerala,314,2,55
6/4/2020,Ladakh,14,0,10
6/4/2020,Madhya Pradesh,165,9,0
6/4/2020,Maharashtra,748,45,56
6/4/2020,Manipur,2,0,0
6/4/2020,Mizoram,1,0,0
6/4/2020,Odisha,21,0,2
6/4/2020,Puducherry,5,0,1
6/4/2020,Punjab,76,6,4
6/4/2020,Rajasthan,274,0,21
6/4/2020,Tamil Nadu,571,5,8
6/4/2020,Telengana,321,7,34
6/4/2020,Uttarakhand,26,0,4
6/4/2020,Uttar Pradesh,305,3,21
6/4/2020,West Bengal,80,3,10
7/4/2020,Andhra Pradesh,266,3,1
7/4/2020,Andaman and Nicobar Islands,10,0,0
7/4/2020,Arunachal Pradesh,1,0,0
7/4/2020,Assam,26,0,0
7/4/2020,Bihar,32,1,0
7/4/2020,Chandigarh,18,0,7
7/4/2020,Chhattisgarh,10,0,9
7/4/2020,Delhi,576,7,21
7/4/2020,Goa,7,0,0
7/4/2020,Gujarat,165,13,25
7/4/2020,Haryana,90,1,25
7/4/2020,Himachal Pradesh,13,1,2
7/4/2020,Jammu and Kashmir,116,2,4
